,St,EMAt1,EMAt2,Vt1,Vt2,RSIt1,RSIt2,RSIt3,BBt1,BBt2,MACDt1,MACDt2,CMFt1,CMFt2
1093,1981.13,1964.42578,1965.624843,3057144,2844156,44.92903384,44.72635382,37.91027618,1970.5365,1972.0405,-18.296466,-18.96314497,0.150509868,0.059679448
116,1520.78,1491.181337,1483.530523,3601818,3867654,76.12655622,73.58312906,70.12588159,1465.6285,1460.6945,21.22862582,18.94214258,0.246561811,0.220347563
670,1428.62,1417.445978,1414.458418,4372782,4354169,59.87361966,59.9252406,61.12222544,1402.424,1401.849,10.8992165,10.1358356,0.114184924,0.129035888
192,1876.8,1908.758801,1921.134091,3718145,3896230,45.85573943,46.29108714,57.89005823,1921.85,1921.117,26.47849258,34.38972313,0.200625554,0.237800101
842,1682.86,1645.565357,1645.022102,5125637,3438061,54.52067274,55.01349748,59.44734535,1629.24,1626.5225,8.699770991,8.876012031,0.205619011,0.243270402
394,1833.81,1835.274184,1838.804003,2589205,2344909,48.78863626,55.42145774,56.56074253,1845.3455,1846.7895,9.810422001,12.25246054,0.195293206,0.227528219
790,1672.48,1660.857379,1655.361241,3895014,3309049,66.40833555,65.6883617,60.6275252,1638.9865,1630.932,18.03609073,16.59448894,0.432146139,0.398844368
2025,1943.12,1926.653272,1925.913999,2917919,3372983,44.4459513,28.78630753,29.41689291,1953.127,1954.87,-14.22516653,-15.32473803,-0.114196035,-0.154904243
675,1440.1,1413.753313,1409.649605,4239621,3983950,57.36731713,54.75648404,45.04582167,1404.3385,1401.5155,6.885322179,5.451893115,0.117568596,0.092377592
1938,2062.36,2049.276689,2051.011509,3127996,2858426,51.57870432,50.72238014,47.31525389,2045.3245,2043.887,10.09358348,11.64302073,-0.022431735,0.035219333
2241,2041.07,2041.216057,2039.395181,3490791,5450857,61.62705746,63.23419374,62.03860757,2034.6995,2032.521,17.13744581,17.45576854,0.181565756,0.2116369
1771,2000.38,2004.745183,2010.153001,2018968,2176683,40.78307497,41.84025345,42.31447597,2005.9715,2006.1945,-3.65635103,-1.311841755,-0.115067373,-0.128313339
1252,1919.1,1893.578737,1885.838456,4665974,4364248,59.7980523,52.73319979,57.21362394,1864.0385,1855.6065,29.62276655,27.87207779,0.181830509,0.142656665
674,1432.22,1409.649605,1407.158406,3983950,4268144,54.75648404,45.04582167,42.63622834,1401.5155,1400.031,5.451893115,4.699670665,0.092377592,0.058103516
1179,2145.04,2138.133855,2134.396933,3739140,3034602,57.455064,52.48147631,52.54372385,2126.367,2121.8145,13.25637398,12.39947265,0.172589393,0.173107444
367,1800.79,1767.392124,1762.92593,3466950,2990170,63.14324119,67.0608414,62.27963465,1742.991,1736.3815,27.86190294,27.53069472,0.243440449,0.299224855
43,1425.1,1426.817554,1425.239232,2186665,2183486,58.9012645,60.79712814,60.45947391,1418.2245,1417.785,9.312758543,9.146390172,0.026830392,0.078590396
1212,1833.46,1819.36959,1831.071722,5053014,4140414,37.38038199,38.96254344,46.85211971,1811.8225,1816.9595,-49.76046578,-47.94821222,-0.112719244,-0.111067018
114,1513.42,1476.888417,1471.939176,3593014,3882076,70.12588159,71.2800427,66.75865181,1455.392,1452.2365,16.98940009,15.7017993,0.199377468,0.163282518
2428,2044.64,2020.940342,2015.864863,4367169,2704846,62.54971268,59.10493215,55.11359667,2017.295,2014.6675,10.00177101,8.315138174,0.149617986,0.099436629
2266,1948.62,1973.941007,1978.801231,3778489,3780949,38.68583553,37.38081837,37.53577399,1985.865,1987.9295,-12.7894233,-11.22833757,-0.213317131,-0.250972542
1003,1938.96,1914.636137,1908.444167,3247761,3589796,66.3105283,65.02614939,61.26054302,1897.7565,1895.674,21.1375975,19.64679364,0.208803805,0.201738815
1718,2009.41,1983.032144,1978.021509,2646618,2485012,70.09285696,73.63558012,70.2173648,1938.3655,1932.479,30.04133926,29.49571135,0.260100317,0.186754086
1939,2063.22,2051.655473,2049.276689,2806638,3127996,59.17819547,51.57870432,50.72238014,2047.7685,2045.3245,10.43104907,10.09358348,0.021813863,-0.022431735
839,1662.74,1639.868573,1636.146033,5290021,5000808,57.99423296,59.82208775,59.52489171,1619.307,1615.0005,7.272472528,5.814425562,0.257527626,0.377185706
923,1735.08,1704.589947,1698.043269,3458843,4717813,61.09783125,58.6832948,52.66070139,1708.486,1706.3135,7.833606219,5.33960155,0.37795464,0.331349843
472,1501.63,1457.07592,1448.430568,4985286,4703495,53.25741293,51.33933175,48.51552548,1446.8885,1446.602,-15.47025491,-20.73488942,0.15120361,0.115716701
1034,2020.28,1993.208705,1985.855084,5034953,3625062,71.36113162,68.15967251,71.757348,1958.5695,1954.3025,27.02870526,25.24145564,0.356857441,0.349504163
1304,1914.97,1867.690903,1862.202215,4280029,4319879,57.0667283,57.14377388,51.30606293,1854.8745,1849.908,6.734893087,4.509543624,0.203464605,0.219881051
128,1553.3,1537.522713,1536.474427,3159706,3564417,63.78159986,63.91716577,69.08375179,1519.995,1515.8595,24.11694192,25.21510877,0.271909721,0.221722738
491,1049.71,1240.973593,1264.614392,3748657,3891899,29.91340376,33.82131816,34.60828825,1335.7425,1353.0815,-73.1400671,-66.61360732,0.08198003,0.14194154
1567,1945.79,1950.295553,1950.161232,2912121,4121632,45.1773236,36.32283743,37.62666909,1964.7695,1967.058,-10.20130232,-10.82968306,0.004655831,-0.027660887
522,1028.13,1031.034516,1036.477742,4022378,4787147,41.45010354,43.10427183,43.15682033,1051.689,1055.973,-35.91505945,-35.97777007,0.022970882,0.004497955
1931,2080.42,2052.618917,2048.067566,2719661,3837269,71.08973721,73.04012332,77.27051485,2027.1545,2023.9825,18.6129947,17.57484193,0.125532407,0.101070715
2267,1927.82,1969.337188,1973.941007,3807133,3778489,37.91922758,38.68583553,37.38081837,1984.6315,1985.865,-14.14196143,-12.7894233,-0.216165904,-0.213317131
2334,1983.81,1981.932301,1981.035035,3411730,3675514,63.16100036,68.45825604,69.45733772,1963.96,1960.288,20.41265486,21.28553119,0.021909102,0.031826763
2194,1937.67,1910.372219,1910.899379,4826607,4533867,38.17632843,34.72090364,20.67409729,1961.0505,1967.5315,-44.49364522,-46.94333897,-0.07010158,-0.12169053
278,1906.42,1910.510009,1905.2189,3611501,3391672,52.46899987,55.3413022,53.46261217,1891.3375,1894.145,-8.474776162,-11.78902966,0.041911819,0.090960953
726,1675.55,1685.171335,1683.76941,3919397,4211723,64.35812999,65.21911734,71.75187463,1653.047,1648.87,34.54452234,36.12238739,0.189037485,0.149060669
1554,1980.41,1990.87073,1989.615337,5534416,4465969,54.7466654,51.36180655,51.73002543,1995.477,1995.626,6.158283001,6.100761002,0.001102507,-0.034351682
1847,1991.98,1961.178207,1955.74892,2410407,2446003,61.5169646,60.31435738,59.54272919,1951.8165,1950.7705,5.785877676,3.539931154,0.042973948,0.034792328
2440,2032.35,2042.884857,2044.081492,2881845,2774321,53.38430696,56.28638617,56.73020459,2035.7945,2034.9745,10.26488275,11.53420899,0.08401442,0.053774091
905,1707.92,1670.511868,1662.774505,3799601,3477781,60.55889629,57.55185926,57.70405229,1639.9475,1637.2565,4.266195344,0.705856672,0.301028578,0.251931483
1079,1963.43,1990.075943,1999.008375,2815742,3085856,33.6667002,35.3806477,36.60139735,2031.7895,2038.4035,-26.1343101,-23.47433742,-0.294553438,-0.218675978
2491,1974.4,1994.158013,1996.319794,3868563,4338848,43.03285197,47.09483417,32.74942183,2011.5815,2013.493,-14.17936374,-14.05144785,0.052479264,0.046721493
213,1874.74,1830.313854,1818.870266,3856531,3603736,57.26248197,56.3111241,52.71392867,1811.2965,1811.046,-1.453275665,-7.134037327,0.106301032,0.053318022
2074,1992.82,1991.729497,1987.016052,3933466,3736825,71.82760972,67.32034527,67.29030787,1972.009,1968.96,17.31339734,16.19165987,0.133778477,0.094717424
2116,2085.52,2124.125899,2131.48721,4232465,4280919,45.66183933,50.17472769,61.70476045,2124.5655,2122.367,19.0462162,23.91721645,0.302756041,0.258530708
50,1374.34,1406.29692,1414.182902,1775916,2772918,34.2851697,38.46225203,42.13891213,1413.0575,1415.2035,-2.722250802,0.895502692,-0.029834805,0.002579738
103,1453.23,1440.252523,1438.137528,3126135,2788841,57.47030479,56.69525711,57.16068114,1430.4795,1431.485,7.099882632,6.549010699,0.094817798,0.140533906
799,1671.41,1688.045609,1685.6913,3837553,4076798,62.30841503,61.13291328,61.58271326,1674.7245,1672.429,19.4879743,19.66810927,0.257361101,0.280098299
1615,1926.31,1924.914691,1928.951289,3312606,3434755,35.28546608,32.37978867,38.01334599,1951.3805,1953.4785,-19.49169579,-18.79814319,0.069602945,0.021021858
2154,2107.33,2074.895111,2069.785136,4715656,3924134,57.21919419,49.9856855,44.98703452,2062.7405,2061.004,-1.959469321,-4.580298932,0.091868241,-0.004330623
202,1731.27,1798.372818,1833.995666,4932044,5082244,28.12824572,31.4970692,42.54875993,1879.939,1894.9305,-31.46490841,-16.34145272,0.119729669,0.163887185
1373,1999.07,1979.488805,1978.932984,8378652,4847048,45.71625332,43.25722654,38.87796274,1995.9195,1997.522,-11.86973456,-12.82738007,-0.093938914,-0.063027122
1560,1961.94,1967.39581,1968.054879,5232579,4650083,46.39833884,43.31613838,36.84674361,1985.0615,1988.395,-5.16461096,-5.029392525,-0.010186055,-0.016996947
1226,1769.29,1757.064595,1764.614505,3444320,3398217,41.92793415,42.86603472,33.82365435,1800.199,1805.5195,-42.29001922,-41.48388141,-0.141169419,-0.066828285
2172,2039.1,2059.656411,2064.288946,5432433,6118687,41.86811323,43.67070543,48.89528087,2064.154,2065.238,-4.136474055,-2.254162509,0.085514651,0.088045918
47,1397.29,1425.656681,1429.280388,2032078,1477389,46.4516519,58.36927526,58.06078126,1418.4035,1419.654,6.680255285,8.804394137,-0.092538182,-0.02341093
1710,1955.31,1919.199116,1911.987809,2867440,2841905,65.19379098,60.84233255,61.11285586,1901.707,1898.041,11.18112937,8.444809551,0.196269989,0.119519065
9,1380.07,1375.163448,1372.435325,2130635,2095608,62.11752917,58.69318799,61.63418511,1363.066,1360.1125,7.259205725,6.404182085,0.210379728,0.227115794
1633,1982.43,1964.054395,1958.997594,3222024,2469594,59.61306873,55.55317442,54.89523256,1949.1435,1945.995,5.580357286,3.502645848,0.156133123,0.152624496
1902,1994.35,1989.425798,1992.649308,2317383,2326590,42.2389018,39.12035504,47.43926279,1999.7065,2001.74,-3.186408194,-1.79767881,0.047074421,0.045391651
1731,2020.27,2003.685828,1998.971568,2542864,2226783,69.07355799,61.71358761,62.51305955,2001.968,1998.4885,18.74163536,17.87769767,0.221390381,0.189285162
956,1729.56,1753.712301,1759.035035,3030490,3462779,42.09208862,43.43014871,51.15770267,1764.7465,1766.8025,0.877320021,3.523845694,0.079149756,0.104732457
2268,1932.97,1961.788608,1969.337188,4397411,3807133,33.59661964,37.91922758,38.68583553,1983.8715,1984.6315,-16.6997396,-14.14196143,-0.140177967,-0.216165904
1218,1820.94,1810.375997,1803.770663,4300660,3921007,48.75987194,41.45085557,38.36957142,1805.097,1807.7255,-36.20866448,-41.86713648,-0.144354106,-0.169562047
2283,1917.62,1942.599213,1951.103483,3930420,5946129,33.34367427,37.50345127,38.5838017,1955.7895,1958.7565,-15.99839781,-12.99660893,0.007364787,-0.002145921
405,1731,1770.995663,1777.723588,4015145,3430361,38.81283162,44.5439522,38.64702785,1799.9595,1805.299,-18.22120756,-16.07683107,0.145433992,0.130345917
144,1644.56,1616.037881,1609.248522,4473343,5293156,78.33301394,77.70616564,75.05446674,1588.4675,1583.9735,31.66930883,30.56259844,0.263690354,0.296521834
2039,1913.66,1915.58585,1915.240483,3389895,3119151,46.45091362,47.59195849,48.68497062,1918.5055,1918.478,-10.11568227,-10.9558816,0.0797389,0.00644038
2119,2114.16,2110.474531,2113.519982,3919239,3297042,48.24726152,48.4626763,43.9441824,2128.2545,2127.804,9.536368311,11.85315717,0.176820357,0.222151424
1317,2014.62,1966.987863,1958.822943,5879086,5394081,69.35144304,65.87207367,64.4396737,1929.6595,1920.7975,33.34073215,31.62935883,0.304145903,0.266930196
904,1705.33,1662.774505,1656.717729,3477781,3739405,57.55185926,57.70405229,54.72785675,1637.2565,1637.5365,0.705856672,-2.290878967,0.251931483,0.293252841
146,1661.8,1627.893954,1621.223721,3792695,3750340,79.43062095,77.05630275,78.33301394,1598.657,1593.418,32.98338243,32.01354849,0.413291958,0.319695721
151,1742.19,1676.098746,1662.434023,4652296,6154337,88.63600388,86.90116975,85.41681062,1634.337,1625.8445,43.41055836,39.78572134,0.407784642,0.415848563
67,1382.9,1371.14549,1373.571155,1923268,1612529,40.43666938,44.01481805,40.46113791,1374.9445,1377.4005,-9.922984401,-9.444475561,0.041878823,0.025337249
2184,1983.46,2008.670516,2016.048409,5242522,3664076,30.81392265,33.10363654,36.8619798,2035.857,2040.729,-19.21531489,-16.9431032,-0.031889415,-0.031565266
1823,1970.77,1945.175626,1940.801321,2260390,1938140,57.33553381,52.75892456,55.84826046,1929.6945,1928.4795,1.159447722,-0.924530622,0.144521136,0.120188157
1540,2019.41,1992.558205,1983.993361,3640796,3029267,72.26585756,64.45816938,61.59842874,1974.6575,1969.845,20.78722628,18.14917511,0.190879381,0.202542701
2515,2042.24,2017.56173,2013.319893,3001902,3840332,63.44912551,63.55482451,63.32531841,1994.487,1991.682,10.17419769,8.673676661,0.126094989,0.122546512
2527,2045.64,2033.052757,2030.626703,2681273,2298750,61.35223854,53.23758038,53.41299487,2030.3705,2026.34,9.126033114,8.63087233,0.210378561,0.145952371
1998,1960.51,1951.118085,1947.52877,3484991,3113963,54.10102896,52.64830886,51.04093105,1939.288,1937.22,-5.712225846,-7.913623192,0.062385279,0.056926998
973,1846.6,1810.156544,1805.162442,2426962,3173836,65.90079231,64.70656548,60.98157315,1782.705,1779.459,18.61767219,17.41160755,0.093771252,0.014559326
854,1723.49,1691.579402,1685.448157,2969923,3283212,66.86419138,60.49613313,63.66447555,1675.225,1670.1765,19.03146494,17.37906032,0.241884347,0.187999348
2424,2000.03,2013.755984,2017.970648,4858530,4099403,46.77859828,56.38726115,61.50778262,2008.499,2006.4155,8.998810145,11.55829178,0.070772669,0.087853251
2189,1876.07,1968.818566,1980.878247,3975272,5067864,22.33252415,25.89318172,28.79091869,2004.6485,2012.1575,-30.33492348,-26.55644872,-0.160273911,-0.157488143
119,1534.58,1507.67633,1503.013292,4225562,4621994,73.40617964,75.54525185,73.12244011,1478.9305,1474.706,24.62384865,23.9479637,0.231930929,0.248510887
1305,1949.89,1876.287103,1867.690903,3743716,4280029,60.74399745,57.0667283,57.14377388,1858.2025,1854.8745,10.20290314,6.734893087,0.204188866,0.203464605
331,1671.73,1706.709598,1705.618397,3158185,2574372,50.69731228,55.00005668,52.67891033,1681.2675,1677.582,-2.43357703,-3.411153864,0.132922792,0.148097145
661,1388.45,1387.835508,1386.347843,4258744,4491738,51.5868086,51.18237071,44.22639286,1395.8415,1395.9095,0.162830022,-0.407203315,0.000482409,0.047393213
1064,2072.03,2093.494645,2098.775677,3209032,4129553,49.02814548,61.80508024,64.73781005,2092.6865,2092.704,17.76361031,21.49378201,0.097206868,0.182427405
224,1902.65,1851.354403,1854.186493,4038347,3158113,49.14691806,54.38886327,54.16097563,1842.2475,1837.126,5.754610409,7.383764012,0.146227576,0.174621994
218,1847.36,1853.696696,1857.658184,3601906,3925406,49.19349059,57.02627282,57.70667333,1811.0195,1810.6505,8.62175581,10.76452877,0.073613357,0.04218434
